"","28-4","Abiotrophia","Acetanaerobacterium","Acetitomaculum","Acetobacter","Achromobacter","Acidaminococcus","Acidipropionibacterium","Acidisoma","Acidovorax","Acinetobacter","Actinobacillus","Actinomyces","Adlercreutzia","Aeribacillus","Aerococcus","Aeromonas","Aerosphaera","Agathobacter","Aggregatibacter","Akkermansia","Alicyclobacillus","Alistipes","Allisonella","Allobaculum","Alloprevotella","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Alloscardovia","Anaerobiospirillum","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroglobus","Anaeroplasma","Anaerosporobacter","Anaerostipes","Anaerotruncus","Anaerovibrio","Anaerovorax","Angelakisella","Anoxybacillus","Anthococcus","Arcanobacterium","Asaccharospora","Asteroleplasma","ATCC-39006","Atlantibacter","Atopobium","Bacillus","Bacteroides","Barnesiella","Bdellovibrio","Bergeyella","Bifidobacterium","Bilophila","Blautia","Bosea","Brachyspira","Brevibacterium","Brevundimonas","Brucella","Bulleidia","Buttiauxella","Butyricicoccus","Butyricimonas","Butyrivibrio","CAG-352","CAG-56","CAG-873","Campylobacter","Candidatus_Liberibacter","Candidatus_Methanogranum","Candidatus_Saccharimonas","Candidatus_Soleaferrea","Candidatus_Stoquefichus","Caproiciproducens","Cardiobacterium","Carnobacterium","Catabacter","Catellicoccus","Catenibacterium","Catenisphaera","Cellulosilyticum","Centipeda","Cerasicoccus","Cetobacterium","CHKCI002","Chlamydia","Christensenella","Christensenellaceae_R-7_group","Chromohalobacter","Chryseobacterium","Citrobacter","Clavibacter","Cloacibacillus","Cloacibacterium","Clostridioides","Clostridium_sensu_stricto_1","Clostridium_sensu_stricto_11","Clostridium_sensu_stricto_13","Clostridium_sensu_stricto_2","Clostridium_sensu_stricto_3","Clostridium_sensu_stricto_4","Clostridium_sensu_stricto_6","Collinsella","Comamonas","Coprobacillus","Coprobacter","Coprococcus_1","Coprococcus_2","Coprococcus_3","Corynebacterium","Corynebacterium_1","Cricetibacter","Cronobacter","Cryptobacterium","Cuneatibacter","Curtobacterium","Cutibacterium","DBS1","Dechloromonas","Defluviitaleaceae_UCG-011","Delftia","Dendrosporobacter","Denitrobacterium","Desulfobulbus","Desulfovibrio","Devosia","Dialister","Dielma","Dietzia","Distigma","DNF00809","Dorea","DTU089","Dubosiella","Dysgonomonas","Eggerthella","Eikenella","Eisenbergiella","Elusimicrobium","Enhydrobacter","Enorma","Enterobacter","Enterococcus","Enterorhabdus","Epulopiscium","Erysipelatoclostridium","Erysipelotrichaceae_UCG-003","Erysipelotrichaceae_UCG-004","Erysipelotrichaceae_UCG-006","Escherichia/Shigella","Eubacterium","Exiguobacterium","Ezakiella","F0332","Facklamia","Faecalibacterium","Faecalicoccus","Faecalitalea","Falsochrobactrum","Family_XIII_AD3011_group","Family_XIII_UCG-001","Fastidiosipila","Finegoldia","Flavobacterium","Flavonifractor","Flexilinea","Fournierella","Fretibacterium","Fructobacillus","Fusicatenibacter","Fusobacterium","Gallibacterium","Gallicola","Gardnerella","GCA-900066225","GCA-900066575","GCA-900066755","Gemella","Geobacillus","Gluconobacter","Glutamicibacter","Gordonia","Gordonibacter","Granulicatella","Haemophilus","Hafnia-Obesumbacterium","Harryflintia","Helicobacter","Hespellia","hoa5-07d05_gut_group","Holdemanella","Holdemania","Howardella","Hungatella","Hydrogenoanaerobacterium","Hydrogenophaga","Hymenobacter","Hyphomicrobium","Intestinibacter","Intestinimonas","Isobaculum","Isoptericola","Jeotgalibaca","Jonquetella","Kandleria","Kingella","Klebsiella","Kocuria","Lachnoanaerobaculum","Lachnoclostridium","Lachnoclostridium_5","Lachnospira","Lachnospiraceae_AC2044_group","Lachnospiraceae_FCS020_group","Lachnospiraceae_FE2018_group","Lachnospiraceae_NC2004_group","Lachnospiraceae_ND3007_group","Lachnospiraceae_NK3A20_group","Lachnospiraceae_NK4A136_group","Lachnospiraceae_NK4B4_group","Lachnospiraceae_UCG-001","Lachnospiraceae_UCG-002","Lachnospiraceae_UCG-003","Lachnospiraceae_UCG-004","Lachnospiraceae_UCG-006","Lachnospiraceae_UCG-008","Lachnospiraceae_UCG-009","Lachnospiraceae_UCG-010","Lactobacillus","Lactococcus","Lactonifactor","Lautropia","Lawsonella","Leptotrichia","Leuconostoc","Libanicoccus","Lysinibacillus","Macrococcus","Mailhella","Marinomonas","Marvinbryantia","Megamonas","Megasphaera","Melissococcus","Merdibacter","Methanobrevibacter","Methanomassiliicoccus","Methanosphaera","Methylobacterium","Microbacterium","Millionella","Mitsuokella","Mobiluncus","Mogibacterium","Morganella","Moryella","Murdochiella","Muribaculum","Mycoplasma","Necropsobacter","Negativibacillus","Negativicoccus","Neisseria","Neorhizobium","Nubsella","Ochrobactrum","Odoribacter","Oenococcus","Ohtaekwangia","Oligella","Olsenella","Oribacterium","Oscillibacter","Oscillospira","Oxalobacter","Paeniclostridium","Pantoea","Papillibacter","Parabacteroides","Paraclostridium","Paracoccus","Paraprevotella","Parascardovia","Parasporobacterium","Parasutterella","Parvibacter","Parvimonas","Pediococcus","Peptoclostridium","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phocaeicola","Phocea","Plantibacter","Plesiomonas","Porphyrobacter","Porphyromonas","Prevotella","Prevotella_2","Prevotella_6","Prevotella_7","Prevotella_9","Prevotellaceae_NK3B31_group","Prevotellaceae_UCG-001","Prevotellaceae_UCG-003","Prevotellaceae_UCG-004","Propionibacterium","Proteiniphilum","Proteus","Providencia","Pseudarthrobacter","Pseudocitrobacter","Pseudoclavibacter","Pseudoflavonifractor","Pseudomonas","Pseudopropionibacterium","Pseudoscardovia","Pseudoxanthomonas","Psychrobacter","Pygmaiobacter","Pyramidobacter","Raoultella","Raoultibacter","Rhodobacter","Rhodococcus","Rikenella","Rikenellaceae_RC9_gut_group","Robinsoniella","Romboutsia","Roseburia","Rosenbergiella","Rothia","Ruminiclostridium","Ruminiclostridium_1","Ruminiclostridium_5","Ruminiclostridium_6","Ruminiclostridium_9","Ruminococcaceae_NK4A214_group","Ruminococcaceae_UCG-001","Ruminococcaceae_UCG-002","Ruminococcaceae_UCG-003","Ruminococcaceae_UCG-004","Ruminococcaceae_UCG-005","Ruminococcaceae_UCG-007","Ruminococcaceae_UCG-008","Ruminococcaceae_UCG-009","Ruminococcaceae_UCG-010","Ruminococcaceae_UCG-011","Ruminococcaceae_UCG-013","Ruminococcaceae_UCG-014","Ruminococcaceae_V9D2013_group","Ruminococcus_1","Ruminococcus_2","S5-A14a","Salmonella","Sanguibacteroides","Sarcina","Scardovia","Sediminibacterium","Selenomonas","Selenomonas_3","Selenomonas_4","Sellimonas","Senegalimassilia","Serratia","Shimwellia","Shinella","Shuttleworthia","Siccibacter","Slackia","Sneathia","Solibacillus","Solobacterium","Sphaerochaeta","Sphingobacterium","Sphingobium","Sphingomonas","Sphingopyxis","Sporacetigenium","Sporobacter","Sporolactobacillus","Staphylococcus","Stenotrophomonas","Stomatobaculum","Streptobacillus","Streptococcus","Subdoligranulum","Succiniclasticum","Succinispira","Succinivibrio","Sutterella","Synergistes","Tepidimonas","Tepidiphilus","Terrisporobacter","Thermomonas","Treponema_2","Tumebacillus","Turicibacter","Tyzzerella","Tyzzerella_3","Tyzzerella_4","UBA1819","UC5-1-2E3","Vagococcus","Varibaculum","Veillonella","Verticia","Vibrio","Victivallis","W5053","Weissella","Xylophilus","Yersinia"
"30099",0,0,0,0,0,0,0,3,0,0,0,193,33,37,0,0,0,0,14123,48,42,0,135,0,0,0,0,0,0,2,5,0,0,0,0,756,0,0,0,0,0,0,0,0,0,0,0,65,0,14035,18,0,0,6226,666,23069,0,0,0,0,0,0,0,59,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0,0,0,21,0,0,170,0,0,0,0,547,0,0,0,0,0,0,932,0,0,0,0,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,893,0,0,0,97,0,223,0,0,0,0,45,0,0,25,2583,0,0,3483,0,0,4,0,0,8136,0,0,0,10,0,0,0,0,0,0,0,0,0,1036,21,0,0,0,0,21,0,100,0,0,0,0,17,0,6763,0,0,0,0,0,157,0,6,0,0,0,0,0,143,0,0,0,0,0,0,21,2314,0,0,52,0,86,0,0,0,0,5,0,98,0,0,0,0,0,0,0,0,0,6353,3484,0,0,0,0,77,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,10011,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,80,196,0,23,0,0,76,63,2,0,0,43,0,0,0,0,0,0,0,0,1315,13,0,34,5407,0,0,0,0,0,0,0,0,0,90,87,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1757,100,0,0,0,4,0,0,3,91,0,0,0,125,15,0,0,139,0,0,0,73,0,0,0,0,114,0,0
"30104",0,0,0,0,0,0,0,0,0,0,0,0,38,313,0,0,0,0,724,0,11914,0,357,0,0,81,0,0,0,25,0,0,0,0,54,3390,0,0,0,0,0,0,0,0,0,0,0,10,0,1914,155,0,0,7440,0,12794,0,0,0,0,0,0,0,76,14,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,574,0,0,0,0,0,0,3175,0,0,7,23,0,367,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,67,0,0,95,0,0,0,0,0,0,28,0,0,0,436,0,0,2355,0,0,0,0,0,1837,0,0,0,174,18,0,107,0,0,0,0,0,0,504,6,0,0,0,0,0,0,18,0,0,0,0,98,0,525,0,0,0,0,0,35,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,7,0,24,0,0,8,0,125,0,18,0,0,0,0,0,0,9,342,14,0,0,0,0,43,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,182,0,0,21,0,0,8,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,24,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,5,0,391,160,0,3,0,0,207,118,52,17,0,98,0,0,56,0,0,0,0,0,300,731,0,615,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,850,1603,0,0,0,11,0,0,0,9,0,0,0,258,0,531,0,6,0,0,0,110,0,0,0,0,77,0,0
"30114",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1110,0,29905,0,5647,43,0,0,0,0,0,0,0,22,0,0,0,855,0,0,0,56,0,0,0,0,0,0,0,0,0,10384,839,0,0,3101,69,6500,0,0,0,0,0,0,0,0,43,0,0,64,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3222,0,0,0,0,57,0,0,1998,0,0,0,0,0,0,2860,0,0,125,593,236,786,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,651,0,0,0,0,0,37,1529,0,0,0,0,0,0,0,0,0,0,39,1242,0,5,413,0,0,3041,12,0,0,0,0,1095,0,0,0,756,40,0,0,0,21,0,35,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9857,0,494,0,7,0,0,0,0,108,0,0,0,0,0,0,12,0,0,0,0,27,107,99,0,0,39,0,334,0,0,25,0,0,0,20,0,14,12,105,0,0,0,0,0,744,0,0,0,0,394,0,0,0,0,22111,0,1427,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,132,0,0,0,0,0,534,0,0,371,0,0,0,0,0,27,0,0,0,0,1699,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,572,368,0,12,0,0,271,33,101,7586,0,8440,354,0,1292,0,0,0,817,5,2279,15853,35,636,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4303,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,251,0,0,0,13,0,0,0,0,363,0,0
"30170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6025,0,2769,0,1026,12,0,0,0,0,0,0,582,0,0,0,0,124,0,0,0,13,0,0,0,0,0,0,0,0,0,2696,276,0,0,3229,4,677,0,0,0,0,0,0,0,252,0,0,0,41,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,24,2710,0,0,0,0,0,0,0,151,0,0,0,0,0,0,2002,0,0,0,26,77,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4357,0,0,0,18,416,0,0,0,0,0,0,0,0,0,0,0,1416,0,9,473,7,0,279,0,0,5,0,0,1749,0,0,0,794,16,0,0,0,10,0,19,0,0,198,0,0,0,0,5,21,0,8,4,0,0,0,13,25,634,0,0,0,0,0,360,11,0,0,0,0,0,0,277,8,0,0,0,0,0,0,238,0,0,84,0,1548,1296,29,0,0,41,0,2441,95,39,0,0,15,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,125,0,0,0,0,0,21,0,0,0,0,0,1008,0,0,388,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,6022,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,956,0,10,0,0,202,707,35,3662,0,5906,80,0,788,0,0,0,450,0,56,24988,0,105,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,15,0,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,12171,0,0,0,19,0,0,0,541,0,0,0,195,0,0,0,73,0,0,0,355,0,0,0,0,0,0,0
"30189",0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,11549,0,5381,0,880,0,0,0,0,0,0,0,0,0,0,0,0,766,0,0,0,0,0,0,0,0,0,0,0,5,0,16176,99,0,0,3865,37,12137,0,0,0,0,0,0,0,0,0,0,0,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,4989,0,0,0,0,0,0,2269,0,0,15,63,0,238,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,0,0,0,0,0,0,0,0,0,0,56,0,0,10,1079,0,0,8073,0,0,0,0,0,16265,0,0,0,97,25,0,5,0,0,0,0,0,0,3102,0,0,0,0,0,0,0,53,0,0,0,0,11,0,361,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,148,0,424,14,49,0,0,166,0,428,0,1146,0,1517,10,0,0,0,24,323,301,0,0,17,0,123,0,0,0,0,0,289,1134,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,30,0,0,0,0,0,26,0,9,0,0,0,69,0,0,185,0,0,2027,0,8,0,0,0,0,0,4357,0,0,0,0,0,10,0,0,12,0,56,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,3016,0,0,0,0,232,579,0,510,0,676,32,0,28,0,0,0,0,0,746,33893,0,806,9743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,3841,0,0,0,22,0,0,0,0,0,0,0,29,0,1261,0,104,0,0,0,90,0,0,0,0,0,0,0
"30206",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,298,0,4534,0,3234,0,0,0,0,0,0,0,0,0,0,0,0,370,18,0,0,19,0,0,0,0,0,0,4,0,0,12076,1025,0,0,36,81,1669,0,0,0,0,0,0,0,17,258,0,0,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13676,0,0,0,0,0,0,0,2774,0,0,0,0,0,0,51,0,0,0,68,173,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,31,0,0,0,0,0,0,0,0,0,0,0,0,1259,113,0,0,39,0,0,0,0,0,20851,0,0,0,50,24,17,0,0,30,0,38,0,0,186,0,0,0,0,43,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,29,0,0,0,0,0,0,199,17,0,0,0,0,0,0,0,0,0,53,0,100,385,11,0,0,21,0,1226,0,14,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,51,0,0,0,0,0,2328,0,0,211,0,0,9,0,0,0,0,0,0,0,611,0,0,0,0,0,14,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,1327,226,0,3,0,0,780,10,59,291,0,3478,213,0,8145,0,0,0,95,0,113,2700,0,7178,172,0,0,0,0,0,0,0,0,0,0,26,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1258,0,0,0,48,0,0,0,190,0,0,0,62,0,0,0,22,0,0,0,33,0,0,0,0,0,0,0
"30208",0,0,0,0,0,0,948,0,0,0,0,0,0,0,0,0,0,0,1971,0,0,0,1712,35,0,12059,0,0,0,3,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,34889,0,0,0,921,368,773,0,0,0,0,0,0,0,365,552,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,47,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,0,0,156,0,0,0,0,0,59,0,0,0,0,0,0,0,14,3,0,0,233,0,0,81,0,0,11431,0,0,0,263,136,0,3,0,785,0,0,0,0,61,0,0,0,0,0,8,0,0,0,0,0,0,0,5,112,0,0,0,0,0,494,21,0,55,0,0,0,0,254,101,0,0,0,0,0,0,0,0,0,2276,0,402,0,0,0,0,0,0,158,0,0,0,0,54,0,0,0,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,282,0,0,2,0,0,0,0,6,0,0,0,0,76,0,0,0,0,0,145,0,7,0,0,0,1503,0,0,3687,0,0,144,0,0,0,0,0,5,0,6966,0,20,0,0,0,167,12,95,6,0,8730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,0,0,2,0,0,0,325,0,9,0,0,658,0,78,31,0,394,270,0,57,0,0,0,0,0,0,0,0,278,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,312,0,0,0,1020,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,103,0,0,0,0,0,0,0
"30213",0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3352,0,0,0,27,25,0,1580,0,0,0,0,131,0,0,0,0,1033,0,0,0,108,0,0,0,0,0,0,0,0,0,218,4,0,0,66,0,199,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,858,0,0,0,0,0,0,0,44,0,0,0,0,0,0,594,0,0,0,10,555,157,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1208,0,11458,0,0,0,17,234,0,0,0,0,0,0,0,0,0,0,0,293,0,0,7,0,0,31,0,0,13,0,0,3863,0,0,0,80,6,0,0,0,13,0,197,0,0,69,22,0,0,0,20,22,0,0,0,0,0,0,0,8,46,0,0,0,0,0,484,21,0,0,0,0,0,0,7,32,0,0,0,0,0,0,0,0,0,70,0,1441,335,36,0,2970,21,0,1322,66,23,0,0,19,0,0,0,22,7,26,0,0,0,0,7,119,0,0,0,0,19,0,5681,0,0,2855,0,0,0,0,0,950,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,75,53,0,0,0,0,0,30,0,0,26,0,0,0,0,0,0,0,27,0,0,92,0,0,0,0,0,2,0,31,0,0,5735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5305,0,14,0,0,129,275,18,852,0,3676,120,0,873,0,0,52,327,0,238,17449,9,96,911,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,252,2485,0,0,0,0,0,0,0,30,0,0,0,14,0,0,0,27,0,0,0,370,0,0,0,0,62,0,0
"30220",0,14,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,3435,0,16,0,0,0,0,14,0,0,0,131,4,0,0,0,0,484,0,0,0,0,0,0,0,0,0,0,0,28,0,72,0,0,0,6600,0,9502,0,0,0,0,0,0,0,282,0,0,0,18,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4462,0,0,0,0,0,2,0,1431,0,0,0,0,0,0,8192,0,0,0,119,223,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,1269,0,0,0,47,4656,11,0,0,0,0,0,0,0,0,0,0,0,0,3,1975,0,0,12300,0,0,417,0,0,1072,0,0,0,224,0,85,21,0,0,0,8,0,0,755,0,0,39,0,0,0,0,32,0,0,0,0,48,6,0,0,0,0,0,0,2146,4,657,0,0,0,0,0,2416,22,0,0,0,0,0,0,0,0,0,0,0,155,0,125,0,0,0,0,324,0,0,0,0,0,0,0,0,5,362,42,0,0,0,0,16,0,0,0,0,0,203,0,35,0,0,1964,0,0,0,0,0,0,4,25,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,75,0,0,0,0,0,0,0,37,226,7,10,0,0,0,0,0,503,162,67,108,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,5,0,899,258,0,0,0,0,33,204,60,234,0,112,12,0,129,0,0,0,73,0,709,1833,0,434,92,6,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,206,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,686,3793,0,0,0,0,0,0,0,573,0,0,0,1508,0,0,0,0,0,0,0,8,0,0,0,250,0,0,0
"30221",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2511,0,11,0,21,729,0,3,0,0,0,26,3,0,0,0,0,3656,0,0,0,0,0,0,0,0,0,0,0,11,0,13395,0,0,0,1508,0,6833,0,0,0,0,0,0,0,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,73,0,0,0,0,0,10520,0,25,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15042,0,0,0,0,4505,0,0,0,459,0,0,0,0,0,0,467,0,0,0,5085,0,0,20407,0,0,15,0,0,5891,0,0,0,24,0,9,5,0,617,0,0,0,6,486,0,0,0,0,0,20,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,0,0,0,0,0,0,0,507,0,194,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,419,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,161,0,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,82,135,1052,6,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408,0,62,0,0,1254,0,0,20,0,4,0,0,0,0,0,0,0,0,0,16,0,3,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,17241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,675,0,0,0,0,0,0,0,0,0,0,0
