Family	Acidaminococcaceae	Actinomycetaceae	Aerococcaceae	Alcaligenaceae	Anaeroplasmataceae	Bacteroidaceae	Bacteroidales_S24-7_group	Bifidobacteriaceae	Campylobacteraceae	Cardiobacteriaceae	Carnobacteriaceae	Christensenellaceae	Clostridiaceae_1	Clostridiales_vadinBB60_group	Comamonadaceae	Coriobacteriaceae	Corynebacteriaceae	Defluviitaleaceae	Desulfovibrionaceae	Elusimicrobiaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Family_XI	Family_XIII	Fusobacteriaceae	Lachnospiraceae	Lactobacillaceae	Leptotrichiaceae	Leuconostocaceae	Methanobacteriaceae	Microbacteriaceae	Micrococcaceae	Mitochondria	Moraxellaceae	Neisseriaceae	Oxalobacteraceae	Pasteurellaceae	Peptococcaceae	Peptostreptococcaceae	Porphyromonadaceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Rhodospirillaceae	Rikenellaceae	Ruminococcaceae	Staphylococcaceae	Streptococcaceae	Succinivibrionaceae	Synergistaceae	Thermoanaerobacteraceae	Unknown_Family	Veillonellaceae	Verrucomicrobiaceae	Victivallaceae	vadinBE97
Lachnospiraceae	-0.0185815428133	0.0524768443405	0.108829864034	-0.00311417979806	-0.0037050576905	0.238024958672	-0.11577144583	0.154128929234	-0.0696857812101	0.0278887261266	0.0534924565925	0.0566843945718	0.167537521857	-0.108745539479	-0.0328940539691	-0.00811651224152	0.0180692149171	-0.0372820917036	-0.137974172776	0.00153978141555	-0.138595058715	0.0548004598615	0.340683206227	0.0250760019488	0.14638673082	0.162870530686	0.0391316483108	1.0	0.00957577850119	-0.0270996413223	-0.00811443065723	-0.193806860174	0.0403646000178	-0.118633026923	-0.0741049845892	0.0230770511225	-0.0240377023295	-0.151948786064	-0.101594637972	-0.13740711846	0.177546922572	0.0112329957657	-0.0866154469763	0.0466748119422	0.0583055207695	-0.00843257642788	0.0136753228793	0.291743832379	0.0834611533319	0.100361693564	-0.0460160394168	-0.0380868280671	-0.0925042568325	0.0207178408129	-0.145095427105	0.0301125328656	-0.0309498438929	-0.012171126326
Lactobacillaceae	-0.208538315284	0.245596370214	0.0222641108403	-0.0680244978511	-0.0203858552932	-0.18110102944	-0.0145089128001	0.139569174605	-0.0149499872677	0.00482905646601	0.0798902543122	-0.132294530266	0.014584329822	-0.0986193171939	-0.0790773300356	0.111017958547	0.0361814190153	-0.142127555021	-0.17531512649	-0.0336370767343	0.0976670328378	0.162067402486	0.0840265411236	0.0420446875355	0.179792763128	-0.00670387474951	0.0551349160756	0.00957577850119	1.0	-0.084881450693	0.248918037094	-0.11678549313	-0.00106019813053	0.160883069254	0.0763368755723	-0.0108207692812	-0.0104203664088	-0.0546437413224	0.0639358630614	-0.0281746200699	0.0211214330783	-0.136518248724	-0.0791329520622	0.0454487841803	0.0432983046472	-0.118301624777	-0.170819953838	-0.228978201557	0.0224529112089	0.356011561111	0.0259049340442	-0.0499155327591	-0.060983879107	-0.000458020002171	0.0982567732464	-0.0646115743774	-0.0446940060011	-0.0109035499825
Leptotrichiaceae	-0.0186276605061	-0.0714324194481	0.0686278838723	0.0426874117683	0.0214736641427	0.105322309904	-0.0232620172088	-0.0635198732377	0.0621720342518	0.0626772645025	0.0933745901309	-0.0877414461078	-0.0943889374653	0.00172486067542	0.0111077439791	-0.126847413909	0.0390802884924	-8.28918096404e-05	-0.0556211050837	0.00852043188684	-0.0203904993856	-0.0835128270726	-0.112258847953	-0.0260344367	-0.000374926526497	-0.157727206126	0.139165882485	-0.0270996413223	-0.084881450693	1.0	-0.0403631490039	-0.0356402350852	0.0624033627403	0.0459681041552	0.017064252196	0.0426253471542	0.131772747924	-0.0648394065441	0.136062721518	-0.0915023384338	-0.110113990379	-0.000454991911888	-0.0196849050488	0.0419828881797	0.0552231670675	-0.023081008187	-0.0407403639966	0.0193252316774	0.0163256419858	0.0276404441654	0.049100727598	0.0620364182672	0.0221323594687	0.0824789643804	0.132623134104	0.0251286727636	0.0350991350698	0.00261849253672
Leuconostocaceae	-0.162649758804	0.183013823349	6.17768212791e-05	-0.147705906937	-0.116586813538	-0.225800384482	0.0262009248444	0.069922930585	-0.0345001872522	-0.0343368399146	0.0458441695647	-0.0971893883101	0.106988805032	-0.107156150158	-0.0321946074533	0.103642846904	0.0225658656718	-0.125941789955	-0.0854961747904	-0.0671678057412	0.157925976719	0.29769854869	0.16199624621	-0.0214056974583	0.155442503943	0.0202303100664	-0.0623747655574	-0.00811443065723	0.248918037094	-0.0403631490039	1.0	0.0556737553376	-0.0322219981456	0.130543349146	-0.00520986925467	0.00842408674743	-0.0726689601544	-0.0753119686706	0.0642087346703	-0.0135004238231	0.186544246377	-0.152467903443	-0.061164100266	-0.00258328160414	0.00456431358708	-0.10071161636	-0.195236978557	-0.160390951657	0.0364864088336	0.326286474749	0.0375240945067	-0.0392714823312	-0.0684973895361	-0.0459690150754	-0.0252994798691	-0.159337907358	-0.0645126558411	-0.0231859066537
Methanobacteriaceae	0.020552171464	-0.0618743074797	-0.0923210381724	-0.145378382663	0.0351382601792	-0.17329873722	0.147966348161	-0.106365018351	-0.0151466038873	-0.0388350487682	-0.129504525835	0.237436795493	0.0355615271927	0.212940309018	-0.037359115088	0.098650092743	-0.0303892632707	0.126476339695	0.120725286839	0.0198569820104	-0.0845066267199	0.011198522639	0.0147382589442	0.0393499041597	-0.151536461195	0.151831422202	-0.0682159758163	-0.193806860174	-0.11678549313	-0.0356402350852	0.0556737553376	1.0	-0.070403784578	-0.10679018147	-0.0427890722817	-0.016988877774	-0.0914488027333	0.21729532269	-0.188304999079	0.372320335083	0.0435359434802	-0.0385918905414	0.175358599204	-0.08544612244	-0.0845695937788	0.0612848438038	-0.0183404457533	0.064982393273	-0.0151659806141	-0.242872319348	-0.00550093702442	0.0533005308414	0.153390134134	-0.0344620764584	-0.0721586642742	0.0366637094857	0.0546839248567	0.0166497376529
Microbacteriaceae	-0.00213465704435	-0.0154332648186	0.0862958485614	0.0319767558872	0.0117650379096	0.0750094919429	-0.0208093367808	-0.00591540514163	0.0321157936411	0.062566962986	0.0120063621911	-0.0566983370583	-0.0231874807546	-0.0475744034958	0.0442902430502	-0.0794913863373	0.0536312459254	-0.0253797654505	-0.0447908750876	0.0444189704856	0.0267009021748	0.0203343690563	0.0224176249401	0.0544508141437	0.00802162759779	-0.0631829740346	0.0847677865287	0.0403646000178	-0.00106019813053	0.0624033627403	-0.0322219981456	-0.070403784578	1.0	-0.0370067451724	-0.00231643128743	0.0832411553803	0.0690897807471	-0.00244704127334	-0.0336472144779	-0.0903317783385	-0.0226373680203	-0.0429669785573	-0.0704044086097	0.0600174435669	0.0394689206385	-0.000333856200257	-0.056774641447	-0.0295709867634	0.0764041610558	-0.00197672467525	0.0376449640197	0.0141751572486	-0.0566640246757	0.0631302439385	-0.00229758288596	-0.000239375929473	0.0238634239294	0.0374496167632
Micrococcaceae	-0.106668386965	0.269055300309	-0.0141086982012	-0.0385593203468	-0.0118212012815	-0.128085697265	-0.0399791439179	0.0763608348351	-0.00509580219015	-0.0361509882117	0.265789612362	-0.192706799498	-0.0761962470115	-0.0659940435475	-0.00646400948202	0.0332119871447	0.0759206857351	-0.137106274903	-0.0605316023712	-0.0376285203378	0.125813503264	0.0990729289151	0.0119799609616	-0.0394063775439	0.156817483482	-0.0845146944536	0.0407315980011	-0.118633026923	0.160883069254	0.0459681041552	0.130543349146	-0.10679018147	-0.0370067451724	1.0	0.154416299526	-0.055913392014	0.0389607599204	-0.0372824614479	0.284371912064	-0.0943811946166	-0.0564481184041	-0.0929867319505	-0.0193552184437	0.0189212894671	-0.0141759545719	-0.113384699983	-0.179137753035	-0.213764229294	-0.00594973433115	0.384518491871	0.00329847328636	-0.0791213579699	-0.0923578221249	0.000938991829812	0.108114742738	-0.0929254857623	-0.113863515627	-0.0627713414709
Mitochondria	0.0219349177607	0.138995835689	-0.0150159140475	-0.00948513528658	-0.0509827343492	-0.0154026430004	-0.0170479598824	0.00455837760178	-0.0249681380744	-0.00829767304071	0.165392841356	-0.103426571305	-0.0830322535823	-0.0907032471821	-0.0316901118435	0.0868862103274	0.0327564360098	-0.118467599983	-0.0718411685925	-0.0126174558649	0.112815867717	0.00735920521413	0.0464898006572	0.0303430670253	0.0180788662199	-0.0927012431582	0.0936678499526	-0.0741049845892	0.0763368755723	0.017064252196	-0.00520986925467	-0.0427890722817	-0.00231643128743	0.154416299526	1.0	-0.0101978453854	0.0917973694636	-0.0198698840467	0.118771739756	-0.0530974089993	-0.0598359901114	-0.0549429194032	-0.0806019352366	0.0216028864281	-0.00883443240426	0.00701061722132	-0.0609107633169	-0.120892668752	-0.0316265160131	0.12520937391	-0.0249212193582	-0.0453206645884	-0.0407996366384	0.00395687468652	-0.0270268164029	0.00731497179223	-0.031767749228	0.0163250720552
Moraxellaceae	-0.0398697273664	-0.0250527129468	0.0618038303145	0.0153794741592	0.00614833150674	0.0762016331625	-0.0274604457132	0.00408574615633	0.0306868060843	0.0647892030657	-0.00319295814949	-0.0361876322368	-0.0078040820009	-0.0253265511386	0.0261579525306	-0.0949550441805	0.0369611109349	-0.0221875219405	-0.0972631847677	0.0286364246407	0.0688504683823	0.0220607177786	0.0102487898512	0.019679199361	-0.0211102845676	-0.101063344424	0.0641297594084	0.0230770511225	-0.0108207692812	0.0426253471542	0.00842408674743	-0.016988877774	0.0832411553803	-0.055913392014	-0.0101978453854	1.0	0.033909867578	-0.00501963485052	-0.0207807290586	-0.0838257362807	0.0074613307939	-0.0428456430867	-0.0594603497565	0.0637302173392	0.0343496235304	0.0147501683786	-0.0366861453401	-0.0204149944828	0.078560617262	-0.0102019858159	0.0551505452145	0.0261049319298	-0.0153064110816	0.0476543016145	0.0181796783319	-0.0172402202888	0.0246518533456	0.0537548129984
Neisseriaceae	-0.0270482717232	-0.0489619715965	0.0492869683688	0.0132246419514	0.0150054125013	0.0953883208909	-0.0335802257156	-0.0223049710003	0.0409803007376	0.120548322576	0.0600262853137	-0.0683574791744	-0.00308623382516	-0.0269777010136	0.0188357460486	-0.144721039561	0.0318209750318	-0.0274906243195	-0.112971404013	0.0352212512167	0.0368533755961	-0.0260447243478	-0.00866075825465	-0.0165334637542	-0.0138164873033	-0.197250027282	0.131013912976	-0.0240377023295	-0.0104203664088	0.131772747924	-0.0726689601544	-0.0914488027333	0.0690897807471	0.0389607599204	0.0917973694636	0.033909867578	1.0	-0.0470588952875	0.141057653219	-0.130241925884	-0.0321839975116	-0.0677804106967	0.0036490118374	0.0434765077868	0.0389802453226	-0.00712357594523	-0.0312652321975	0.00441721225204	0.0401880791062	0.057894404234	-0.00600183159009	0.00101529276897	-0.0487058953531	0.074380988211	0.102048603679	-0.00232053430286	0.00111042385517	0.0177951106068
Oxalobacteraceae	0.0562918673101	-0.124254052636	-0.0681391232994	-0.0170988132617	0.0531041064519	0.0704041532314	0.0195917536837	-0.061098132433	0.0281245660589	-0.0120190293538	-0.062921935534	0.066211714982	-0.0633270136038	0.0770613002274	0.0455478162765	-0.00601249995884	-0.0292854994592	0.0899367963419	0.0953697900716	0.00484160571911	-0.0186036931178	-0.028022920155	-0.0400424315506	0.00621729774971	-0.156451211324	0.026916053457	-0.0660252746174	-0.151948786064	-0.0546437413224	-0.0648394065441	-0.0753119686706	0.21729532269	-0.00244704127334	-0.0372824614479	-0.0198698840467	-0.00501963485052	-0.0470588952875	1.0	-0.098000940701	0.116909566822	-0.0615813747763	0.0317973393854	0.0558418087672	-0.00925999027205	-0.0362694786297	0.0500344010293	0.0819027766802	-0.0124204352543	-0.0500213423691	-0.176716073481	-0.013080375785	0.115818685722	0.0664278269058	-0.0439237529979	0.000825611811977	0.034487686513	0.014363175617	0.00353374243829
Pasteurellaceae	-0.0245391586136	0.0330290339413	-0.0787004443941	0.194222816397	-0.0163766514293	0.0233380236575	-0.0423553889137	-0.0499613503405	-0.0314324384749	0.0327596734092	0.211010357995	-0.154519638077	0.0532965563449	-0.0925054687409	-0.00177278357722	-0.115794052132	0.018996219319	-0.155045325727	-0.0398018123631	-0.0320352679488	0.143451901643	0.00111440669912	-0.106057233467	-0.202710364215	0.0796468963877	-0.322025687537	0.10174985605	-0.101594637972	0.0639358630614	0.136062721518	0.0642087346703	-0.188304999079	-0.0336472144779	0.284371912064	0.118771739756	-0.0207807290586	0.141057653219	-0.098000940701	1.0	-0.203365034116	0.02422864796	0.0122383269503	0.0977207585099	-0.0357360215003	0.0760472916829	-0.120810650176	-0.0593330935214	-0.155394908119	0.00680050992357	0.330593698562	-0.0300979643652	-0.00258703655932	-0.0898503676019	-0.0104376133214	0.31500394693	-0.0839125771782	-0.0488354943967	-0.0510912917835
Peptococcaceae	0.0530421242042	-0.0956219599457	-0.145470551856	-0.11451658962	-0.0478085249821	-0.153286509427	0.110420269789	-0.0900984447455	-0.0699839197371	-0.109814163757	-0.111948429963	0.31052307735	0.0477799370776	0.109943495542	-0.0246086393823	0.148901871344	-0.0523347193925	0.15745767559	0.172951108094	-0.00689722507841	-0.107308076954	-0.0240388517383	-0.0203364882684	0.0288484733923	-0.0647592227672	0.248138684299	-0.107350241824	-0.13740711846	-0.0281746200699	-0.0915023384338	-0.0135004238231	0.372320335083	-0.0903317783385	-0.0943811946166	-0.0530974089993	-0.0838257362807	-0.130241925884	0.116909566822	-0.203365034116	1.0	0.0659304469967	0.00446435823594	0.12530207163	-0.0513424592113	-0.058015469106	0.0869728461104	0.0815594538161	0.113630953188	-0.0951455518766	-0.201208552683	-0.0233611647819	-0.014461880284	0.120646045637	-0.0837593787391	-0.0454130549718	0.0571545569823	-0.0179716487083	-0.0762231949673
Peptostreptococcaceae	-0.230236886592	0.191055085065	0.033016967311	-0.126889034636	0.0171734482718	-0.131738985569	-0.0487175771926	0.167883781288	-0.0243832842998	0.0120137116414	-0.0207977502165	0.13644326015	0.679895929714	-0.0130955308587	-0.0213327169666	0.150056003455	0.0292941811764	-0.030244031156	-0.131328901161	0.000406702309753	-0.0666673954842	0.223273840233	0.423129438085	0.0878534833952	0.0637704437286	0.258393029349	-0.10553663407	0.177546922572	0.0211214330783	-0.110113990379	0.186544246377	0.0435359434802	-0.0226373680203	-0.0564481184041	-0.0598359901114	0.0074613307939	-0.0321839975116	-0.0615813747763	0.02422864796	0.0659304469967	1.0	-0.0993813912764	-0.154817439815	0.00147319893728	0.0215386199196	0.0208191980808	-0.048307222218	0.0382798051839	0.0330201063842	0.0729499637416	-0.0383582803532	-0.052030758122	0.00386282021726	-0.031168930276	-0.170841246783	-0.0197438823577	-0.0131258529068	-0.0177442688039
Porphyromonadaceae	0.252875123739	-0.140902091869	-0.0324636464004	0.31745181034	0.00621587240503	0.600318601852	0.00531403353145	-0.0329072709308	0.00531859563742	-0.0160653479897	-0.124892301873	0.132483276633	-0.133233480786	0.0515783073095	-0.0166392845789	0.02348909788	-0.0576327564784	0.0119635047714	0.24031186078	-0.0622073608356	-0.0678277396625	-0.173198064703	-0.136531227851	-0.0320642389813	-0.056079524888	0.135743055091	-0.0914294893981	0.0112329957657	-0.136518248724	-0.000454991911888	-0.152467903443	-0.0385918905414	-0.0429669785573	-0.0929867319505	-0.0549429194032	-0.0428456430867	-0.0677804106967	0.0317973393854	0.0122383269503	0.00446435823594	-0.0993813912764	1.0	0.18311879582	-0.0624225199368	-0.0491814359577	0.115227928831	0.612260430637	0.239637241749	0.000339485487628	-0.190690792974	-0.0548600176379	0.0599382127986	0.0549275016718	0.000255849795676	0.00783736198879	0.121572482559	0.033527234356	-0.0188245451546
Prevotellaceae	0.152302351925	-0.191432450021	-0.0749424457255	0.0179506113641	-0.0222678258599	-0.015097438084	0.293810763047	-0.108447039326	0.00643098950153	-0.0527979192605	-0.0686806864594	0.0917800530399	-0.0830359260014	0.1267764787	-0.00150604270409	0.117604743315	-0.0770425920572	0.0634412664392	0.211991929779	-0.047733970052	-0.104097070222	-0.0978133530666	-0.0837081769856	-0.118651965748	-0.138187895198	0.0812304513256	-0.0631546872217	-0.0866154469763	-0.0791329520622	-0.0196849050488	-0.061164100266	0.175358599204	-0.0704044086097	-0.0193552184437	-0.0806019352366	-0.0594603497565	0.0036490118374	0.0558418087672	0.0977207585099	0.12530207163	-0.154817439815	0.18311879582	1.0	-0.0876026290007	-0.0428700971186	-0.142926155216	0.10201422522	0.103103288184	-0.0498021424121	-0.119458284392	0.0430381112859	-0.000647221068584	0.0169323238829	-0.0446966692742	0.154432942287	-0.108109251913	0.0207121376167	-0.0356846454924
